ts_utc,vix9d,vix9d_time,vix1m,vix1m_time
2026-07-01T12:20:34.723135+00:00,13.73,2026-06-30T20:15:01+00:00,16.78,2026-07-01T12:05:31+00:00
2026-07-01T12:25:29.951322+00:00,13.73,2026-06-30T20:15:01+00:00,16.75,2026-07-01T12:10:16+00:00
2026-07-01T12:30:30.768290+00:00,13.73,2026-06-30T20:15:01+00:00,16.72,2026-07-01T12:15:16+00:00
2026-07-01T12:35:25.346446+00:00,13.73,2026-06-30T20:15:01+00:00,16.67,2026-07-01T12:20:16+00:00
2026-07-01T12:40:28.410207+00:00,13.73,2026-06-30T20:15:01+00:00,16.68,2026-07-01T12:25:16+00:00
2026-07-01T12:45:28.087206+00:00,13.73,2026-06-30T20:15:01+00:00,16.7,2026-07-01T12:30:16+00:00
2026-07-01T12:50:28.127040+00:00,13.73,2026-06-30T20:15:01+00:00,16.78,2026-07-01T12:35:16+00:00
2026-07-01T12:55:32.756025+00:00,13.73,2026-06-30T20:15:01+00:00,16.81,2026-07-01T12:40:31+00:00
2026-07-01T13:00:41.448777+00:00,13.73,2026-06-30T20:15:01+00:00,16.85,2026-07-01T12:45:31+00:00
2026-07-01T13:05:40.511112+00:00,13.73,2026-06-30T20:15:01+00:00,16.83,2026-07-01T12:50:31+00:00
2026-07-01T13:10:30.960290+00:00,13.73,2026-06-30T20:15:01+00:00,16.86,2026-07-01T12:55:16+00:00
2026-07-01T13:15:29.283266+00:00,13.73,2026-06-30T20:15:01+00:00,16.82,2026-07-01T13:00:16+00:00
2026-07-01T13:20:30.014254+00:00,13.73,2026-06-30T20:15:01+00:00,16.9,2026-07-01T13:05:16+00:00
2026-07-01T13:25:27.783352+00:00,13.73,2026-06-30T20:15:01+00:00,16.96,2026-07-01T13:10:16+00:00
2026-07-01T13:30:32.952163+00:00,13.73,2026-06-30T20:15:01+00:00,16.92,2026-07-01T13:15:16+00:00
2026-07-01T13:35:27.648882+00:00,13.73,2026-06-30T20:15:01+00:00,16.8,2026-07-01T13:20:16+00:00
2026-07-01T13:40:29.545721+00:00,13.73,2026-06-30T20:15:01+00:00,16.79,2026-07-01T13:25:01+00:00
2026-07-01T13:50:31.681732+00:00,14.91,2026-07-01T13:35:16+00:00,17.26,2026-07-01T13:35:16+00:00
2026-07-01T13:55:27.237489+00:00,14.68,2026-07-01T13:40:16+00:00,17.08,2026-07-01T13:40:16+00:00
2026-07-01T14:00:39.443394+00:00,14.51,2026-07-01T13:45:31+00:00,17.01,2026-07-01T13:45:31+00:00
2026-07-01T14:05:35.554065+00:00,14.24,2026-07-01T13:50:32+00:00,16.84,2026-07-01T13:50:31+00:00
2026-07-01T14:10:31.130353+00:00,13.72,2026-07-01T13:55:16+00:00,16.64,2026-07-01T13:55:16+00:00
2026-07-01T14:15:29.101979+00:00,13.47,2026-07-01T14:00:16+00:00,16.52,2026-07-01T14:00:16+00:00
2026-07-01T14:20:34.152988+00:00,13.39,2026-07-01T14:05:31+00:00,16.45,2026-07-01T14:05:31+00:00
2026-07-01T14:25:44.700907+00:00,13.12,2026-07-01T14:10:31+00:00,16.35,2026-07-01T14:10:31+00:00
2026-07-01T14:30:40.134835+00:00,13.0,2026-07-01T14:15:32+00:00,16.32,2026-07-01T14:15:31+00:00
2026-07-01T14:35:30.679280+00:00,13.04,2026-07-01T14:20:16+00:00,16.34,2026-07-01T14:20:16+00:00
2026-07-01T14:40:32.089359+00:00,13.02,2026-07-01T14:25:16+00:00,16.34,2026-07-01T14:25:16+00:00
2026-07-01T14:45:33.710704+00:00,12.96,2026-07-01T14:30:31+00:00,16.31,2026-07-01T14:30:16+00:00
2026-07-01T14:50:29.201172+00:00,12.98,2026-07-01T14:35:17+00:00,16.38,2026-07-01T14:35:16+00:00
2026-07-01T14:55:28.666464+00:00,12.82,2026-07-01T14:40:16+00:00,16.29,2026-07-01T14:40:16+00:00
2026-07-01T15:00:36.892538+00:00,13.02,2026-07-01T14:45:31+00:00,16.41,2026-07-01T14:45:31+00:00
2026-07-01T15:05:35.674451+00:00,12.98,2026-07-01T14:50:31+00:00,16.4,2026-07-01T14:50:31+00:00
2026-07-01T15:10:30.227052+00:00,12.94,2026-07-01T14:55:17+00:00,16.37,2026-07-01T14:55:16+00:00
2026-07-01T15:15:35.381061+00:00,12.95,2026-07-01T15:00:32+00:00,16.38,2026-07-01T15:00:31+00:00
2026-07-01T15:20:35.388242+00:00,12.75,2026-07-01T15:05:31+00:00,16.26,2026-07-01T15:05:31+00:00
2026-07-01T15:25:26.437817+00:00,12.73,2026-07-01T15:10:17+00:00,16.26,2026-07-01T15:10:16+00:00
2026-07-01T15:30:32.705914+00:00,12.61,2026-07-01T15:15:31+00:00,16.21,2026-07-01T15:15:31+00:00
2026-07-01T15:35:41.244771+00:00,12.52,2026-07-01T15:20:31+00:00,16.16,2026-07-01T15:20:31+00:00
2026-07-01T15:40:29.724634+00:00,12.49,2026-07-01T15:25:16+00:00,16.14,2026-07-01T15:25:16+00:00
2026-07-01T15:45:50.498552+00:00,12.54,2026-07-01T15:30:46+00:00,16.12,2026-07-01T15:30:46+00:00
2026-07-01T15:50:30.260627+00:00,12.54,2026-07-01T15:35:16+00:00,16.13,2026-07-01T15:35:16+00:00
2026-07-01T15:55:31.340618+00:00,12.56,2026-07-01T15:40:16+00:00,16.15,2026-07-01T15:40:16+00:00
2026-07-01T16:00:33.785499+00:00,12.46,2026-07-01T15:45:31+00:00,16.09,2026-07-01T15:45:31+00:00
2026-07-01T16:05:26.569535+00:00,12.51,2026-07-01T15:50:16+00:00,16.11,2026-07-01T15:50:16+00:00
2026-07-01T16:10:31.206211+00:00,12.5,2026-07-01T15:55:16+00:00,16.1,2026-07-01T15:55:16+00:00
2026-07-01T16:15:29.523156+00:00,12.43,2026-07-01T16:00:16+00:00,16.08,2026-07-01T16:00:16+00:00
2026-07-01T16:20:32.582767+00:00,12.43,2026-07-01T16:05:16+00:00,16.07,2026-07-01T16:05:31+00:00
2026-07-01T16:25:28.012990+00:00,12.42,2026-07-01T16:10:16+00:00,16.06,2026-07-01T16:10:16+00:00
2026-07-01T16:30:35.906781+00:00,12.36,2026-07-01T16:15:31+00:00,16.01,2026-07-01T16:15:31+00:00
2026-07-01T16:35:32.697441+00:00,12.35,2026-07-01T16:20:16+00:00,16.0,2026-07-01T16:20:16+00:00
2026-07-01T16:40:27.926641+00:00,12.34,2026-07-01T16:25:16+00:00,15.98,2026-07-01T16:25:16+00:00
2026-07-01T16:45:25.680372+00:00,12.37,2026-07-01T16:30:16+00:00,15.97,2026-07-01T16:30:16+00:00
2026-07-01T16:50:28.979239+00:00,12.41,2026-07-01T16:35:17+00:00,15.99,2026-07-01T16:35:16+00:00
2026-07-01T16:55:31.427433+00:00,12.42,2026-07-01T16:40:16+00:00,16.01,2026-07-01T16:40:16+00:00
2026-07-01T17:00:33.983485+00:00,12.41,2026-07-01T16:45:31+00:00,16.01,2026-07-01T16:45:31+00:00
2026-07-01T17:05:31.728904+00:00,12.39,2026-07-01T16:50:16+00:00,16.01,2026-07-01T16:50:16+00:00
2026-07-01T17:10:34.419320+00:00,12.63,2026-07-01T16:55:16+00:00,16.34,2026-07-01T16:55:16+00:00
2026-07-01T17:15:36.471829+00:00,12.71,2026-07-01T17:00:16+00:00,16.35,2026-07-01T17:00:31+00:00
2026-07-01T17:20:28.471450+00:00,12.87,2026-07-01T17:05:16+00:00,16.43,2026-07-01T17:05:16+00:00
2026-07-01T17:25:27.386144+00:00,12.79,2026-07-01T17:10:16+00:00,16.39,2026-07-01T17:10:16+00:00
2026-07-01T17:30:34.231771+00:00,12.62,2026-07-01T17:15:31+00:00,16.28,2026-07-01T17:15:31+00:00
2026-07-01T17:35:26.278515+00:00,12.53,2026-07-01T17:20:16+00:00,16.21,2026-07-01T17:20:16+00:00
2026-07-01T17:40:29.818449+00:00,12.53,2026-07-01T17:25:16+00:00,16.18,2026-07-01T17:25:16+00:00
2026-07-01T17:45:29.596219+00:00,12.5,2026-07-01T17:30:17+00:00,16.18,2026-07-01T17:30:16+00:00
2026-07-01T17:50:28.530024+00:00,12.58,2026-07-01T17:35:17+00:00,16.26,2026-07-01T17:35:16+00:00
2026-07-01T17:55:30.727820+00:00,12.49,2026-07-01T17:40:16+00:00,16.22,2026-07-01T17:40:16+00:00
2026-07-01T18:00:34.900666+00:00,12.56,2026-07-01T17:45:32+00:00,16.27,2026-07-01T17:45:31+00:00
2026-07-01T18:05:26.888201+00:00,12.64,2026-07-01T17:50:16+00:00,16.32,2026-07-01T17:50:16+00:00
2026-07-01T18:10:33.026432+00:00,12.63,2026-07-01T17:55:16+00:00,16.31,2026-07-01T17:55:31+00:00
2026-07-01T18:15:28.264065+00:00,12.73,2026-07-01T18:00:17+00:00,16.37,2026-07-01T18:00:16+00:00
2026-07-01T18:20:29.583558+00:00,12.65,2026-07-01T18:05:17+00:00,16.32,2026-07-01T18:05:16+00:00
2026-07-01T18:25:27.230682+00:00,12.67,2026-07-01T18:10:16+00:00,16.35,2026-07-01T18:10:16+00:00
2026-07-01T18:30:39.320612+00:00,12.84,2026-07-01T18:15:31+00:00,16.46,2026-07-01T18:15:31+00:00
2026-07-01T18:35:33.368759+00:00,12.75,2026-07-01T18:20:31+00:00,16.43,2026-07-01T18:20:31+00:00
2026-07-01T18:40:32.784242+00:00,12.73,2026-07-01T18:25:16+00:00,16.41,2026-07-01T18:25:31+00:00
2026-07-01T18:45:27.154106+00:00,12.8,2026-07-01T18:30:16+00:00,16.44,2026-07-01T18:30:16+00:00
2026-07-01T18:50:36.523260+00:00,12.75,2026-07-01T18:35:17+00:00,16.39,2026-07-01T18:35:31+00:00
2026-07-01T18:55:31.775327+00:00,12.75,2026-07-01T18:40:16+00:00,16.4,2026-07-01T18:40:16+00:00
2026-07-01T19:00:34.669662+00:00,12.74,2026-07-01T18:45:17+00:00,16.39,2026-07-01T18:45:31+00:00
2026-07-01T19:05:27.243109+00:00,12.8,2026-07-01T18:50:16+00:00,16.42,2026-07-01T18:50:16+00:00
2026-07-01T19:10:37.076349+00:00,12.92,2026-07-01T18:55:16+00:00,16.49,2026-07-01T18:55:31+00:00
2026-07-01T19:15:30.883277+00:00,12.75,2026-07-01T19:00:16+00:00,16.4,2026-07-01T19:00:16+00:00
2026-07-01T19:20:34.182090+00:00,12.64,2026-07-01T19:05:31+00:00,16.31,2026-07-01T19:05:31+00:00
2026-07-01T19:25:30.247240+00:00,12.57,2026-07-01T19:10:17+00:00,16.27,2026-07-01T19:10:16+00:00
2026-07-01T19:30:32.723544+00:00,12.59,2026-07-01T19:15:31+00:00,16.26,2026-07-01T19:15:31+00:00
2026-07-01T19:35:28.108381+00:00,12.56,2026-07-01T19:20:16+00:00,16.25,2026-07-01T19:20:16+00:00
2026-07-01T19:40:30.503510+00:00,12.54,2026-07-01T19:25:17+00:00,16.23,2026-07-01T19:25:16+00:00
2026-07-01T19:45:28.495295+00:00,12.59,2026-07-01T19:30:17+00:00,16.28,2026-07-01T19:30:16+00:00
2026-07-01T19:50:30.967264+00:00,12.49,2026-07-01T19:35:16+00:00,16.22,2026-07-01T19:35:16+00:00
2026-07-01T19:55:27.548193+00:00,12.55,2026-07-01T19:40:17+00:00,16.3,2026-07-01T19:40:16+00:00
2026-07-01T20:00:35.061301+00:00,12.63,2026-07-01T19:45:32+00:00,16.33,2026-07-01T19:45:31+00:00
2026-07-01T20:05:29.539461+00:00,12.61,2026-07-01T19:50:17+00:00,16.33,2026-07-01T19:50:16+00:00
2026-07-01T20:10:29.702447+00:00,12.78,2026-07-01T19:55:17+00:00,16.39,2026-07-01T19:55:16+00:00
2026-07-01T20:15:30.005505+00:00,12.91,2026-07-01T20:00:16+00:00,16.44,2026-07-01T20:00:16+00:00
2026-07-01T20:20:28.265762+00:00,13.13,2026-07-01T20:05:16+00:00,16.59,2026-07-01T20:05:16+00:00
2026-07-01T20:25:26.712921+00:00,13.2,2026-07-01T20:10:16+00:00,16.62,2026-07-01T20:10:16+00:00
2026-07-01T20:30:39.091517+00:00,13.14,2026-07-01T20:15:01+00:00,16.59,2026-07-01T20:15:01+00:00
2026-07-02T08:00:34.606175+00:00,13.14,2026-07-01T20:15:01+00:00,16.81,2026-07-02T07:45:31+00:00
2026-07-02T08:05:29.513352+00:00,13.14,2026-07-01T20:15:01+00:00,16.81,2026-07-02T07:50:16+00:00
2026-07-02T08:10:32.633854+00:00,13.14,2026-07-01T20:15:01+00:00,16.83,2026-07-02T07:55:16+00:00
2026-07-02T08:15:31.470259+00:00,13.14,2026-07-01T20:15:01+00:00,16.89,2026-07-02T08:00:16+00:00
2026-07-02T08:20:31.117934+00:00,13.14,2026-07-01T20:15:01+00:00,16.85,2026-07-02T08:05:16+00:00
2026-07-02T08:25:26.743074+00:00,13.14,2026-07-01T20:15:01+00:00,16.91,2026-07-02T08:10:16+00:00
2026-07-02T08:30:31.628076+00:00,13.14,2026-07-01T20:15:01+00:00,16.94,2026-07-02T08:15:16+00:00
2026-07-02T08:35:25.789260+00:00,13.14,2026-07-01T20:15:01+00:00,16.86,2026-07-02T08:20:16+00:00
2026-07-02T08:40:29.504404+00:00,13.14,2026-07-01T20:15:01+00:00,16.77,2026-07-02T08:25:16+00:00
2026-07-02T08:45:32.712314+00:00,13.14,2026-07-01T20:15:01+00:00,16.77,2026-07-02T08:30:31+00:00
2026-07-02T08:50:36.568169+00:00,13.14,2026-07-01T20:15:01+00:00,16.72,2026-07-02T08:35:16+00:00
2026-07-02T08:55:27.497536+00:00,13.14,2026-07-01T20:15:01+00:00,16.7,2026-07-02T08:40:16+00:00
2026-07-02T09:00:36.612939+00:00,13.14,2026-07-01T20:15:01+00:00,16.73,2026-07-02T08:45:31+00:00
2026-07-02T09:05:25.037392+00:00,13.14,2026-07-01T20:15:01+00:00,16.71,2026-07-02T08:50:16+00:00
2026-07-02T09:10:29.864035+00:00,13.14,2026-07-01T20:15:01+00:00,16.7,2026-07-02T08:55:16+00:00
2026-07-02T09:15:28.440682+00:00,13.14,2026-07-01T20:15:01+00:00,16.74,2026-07-02T09:00:16+00:00
2026-07-02T09:20:30.029899+00:00,13.14,2026-07-01T20:15:01+00:00,16.77,2026-07-02T09:05:16+00:00
2026-07-02T09:25:26.985066+00:00,13.14,2026-07-01T20:15:01+00:00,16.8,2026-07-02T09:10:16+00:00
2026-07-02T09:30:34.033734+00:00,13.14,2026-07-01T20:15:01+00:00,16.8,2026-07-02T09:15:31+00:00
2026-07-02T09:35:26.376553+00:00,13.14,2026-07-01T20:15:01+00:00,16.78,2026-07-02T09:20:16+00:00
2026-07-02T09:40:32.580011+00:00,13.14,2026-07-01T20:15:01+00:00,16.81,2026-07-02T09:25:31+00:00
2026-07-02T09:45:26.938698+00:00,13.14,2026-07-01T20:15:01+00:00,16.78,2026-07-02T09:30:16+00:00
2026-07-02T09:50:31.026238+00:00,13.14,2026-07-01T20:15:01+00:00,16.69,2026-07-02T09:35:16+00:00
2026-07-02T09:55:27.659316+00:00,13.14,2026-07-01T20:15:01+00:00,16.65,2026-07-02T09:40:16+00:00
2026-07-02T10:00:39.745858+00:00,13.14,2026-07-01T20:15:01+00:00,16.67,2026-07-02T09:45:31+00:00
2026-07-02T10:05:31.728551+00:00,13.14,2026-07-01T20:15:01+00:00,16.69,2026-07-02T09:50:16+00:00
2026-07-02T10:10:28.617268+00:00,13.14,2026-07-01T20:15:01+00:00,16.71,2026-07-02T09:55:16+00:00
2026-07-02T10:15:26.955541+00:00,13.14,2026-07-01T20:15:01+00:00,16.74,2026-07-02T10:00:16+00:00
2026-07-02T10:20:31.343671+00:00,13.14,2026-07-01T20:15:01+00:00,16.8,2026-07-02T10:05:16+00:00
2026-07-02T10:25:28.631826+00:00,13.14,2026-07-01T20:15:01+00:00,16.77,2026-07-02T10:10:16+00:00
2026-07-02T10:30:38.766611+00:00,13.14,2026-07-01T20:15:01+00:00,16.78,2026-07-02T10:15:31+00:00
2026-07-02T10:35:25.767551+00:00,13.14,2026-07-01T20:15:01+00:00,16.74,2026-07-02T10:20:16+00:00
2026-07-02T10:40:30.053092+00:00,13.14,2026-07-01T20:15:01+00:00,16.76,2026-07-02T10:25:16+00:00
2026-07-02T10:45:26.985690+00:00,13.14,2026-07-01T20:15:01+00:00,16.76,2026-07-02T10:30:16+00:00
2026-07-02T10:50:36.476756+00:00,13.14,2026-07-01T20:15:01+00:00,16.7,2026-07-02T10:35:31+00:00
2026-07-02T10:55:25.543445+00:00,13.14,2026-07-01T20:15:01+00:00,16.66,2026-07-02T10:40:16+00:00
2026-07-02T11:00:36.690337+00:00,13.14,2026-07-01T20:15:01+00:00,16.69,2026-07-02T10:45:31+00:00
2026-07-02T11:05:28.189179+00:00,13.14,2026-07-01T20:15:01+00:00,16.7,2026-07-02T10:50:16+00:00
2026-07-02T11:10:34.305721+00:00,13.14,2026-07-01T20:15:01+00:00,16.68,2026-07-02T10:55:31+00:00
2026-07-02T11:15:25.261275+00:00,13.14,2026-07-01T20:15:01+00:00,16.64,2026-07-02T11:00:16+00:00
2026-07-02T11:20:30.783980+00:00,13.14,2026-07-01T20:15:01+00:00,16.68,2026-07-02T11:05:16+00:00
2026-07-02T11:25:26.686253+00:00,13.14,2026-07-01T20:15:01+00:00,16.67,2026-07-02T11:10:16+00:00
2026-07-02T11:30:41.140217+00:00,13.14,2026-07-01T20:15:01+00:00,16.61,2026-07-02T11:15:31+00:00
2026-07-02T11:36:30.969027+00:00,13.14,2026-07-01T20:15:01+00:00,16.66,2026-07-02T11:21:16+00:00
2026-07-02T11:40:33.983948+00:00,13.14,2026-07-01T20:15:01+00:00,16.62,2026-07-02T11:25:31+00:00
2026-07-02T11:45:26.711684+00:00,13.14,2026-07-01T20:15:01+00:00,16.6,2026-07-02T11:30:16+00:00
2026-07-02T11:50:35.463303+00:00,13.14,2026-07-01T20:15:01+00:00,16.61,2026-07-02T11:35:31+00:00
2026-07-02T11:55:25.007250+00:00,13.14,2026-07-01T20:15:01+00:00,16.55,2026-07-02T11:40:16+00:00
2026-07-02T12:00:41.031131+00:00,13.14,2026-07-01T20:15:01+00:00,16.54,2026-07-02T11:45:31+00:00
2026-07-02T12:05:26.374836+00:00,13.14,2026-07-01T20:15:01+00:00,16.53,2026-07-02T11:50:16+00:00
2026-07-02T12:10:36.074620+00:00,13.14,2026-07-01T20:15:01+00:00,16.58,2026-07-02T11:55:31+00:00
2026-07-02T12:15:33.474497+00:00,13.14,2026-07-01T20:15:01+00:00,16.63,2026-07-02T12:00:31+00:00
2026-07-02T12:20:42.070684+00:00,13.14,2026-07-01T20:15:01+00:00,16.54,2026-07-02T12:05:31+00:00
2026-07-02T12:25:33.305321+00:00,13.14,2026-07-01T20:15:01+00:00,16.52,2026-07-02T12:10:31+00:00
2026-07-02T12:30:37.670412+00:00,13.14,2026-07-01T20:15:01+00:00,16.5,2026-07-02T12:15:31+00:00
2026-07-02T12:35:27.511738+00:00,13.14,2026-07-01T20:15:01+00:00,16.49,2026-07-02T12:20:16+00:00
2026-07-02T12:40:32.996187+00:00,13.14,2026-07-01T20:15:01+00:00,16.47,2026-07-02T12:25:31+00:00
2026-07-02T12:45:28.809097+00:00,13.14,2026-07-01T20:15:01+00:00,16.2,2026-07-02T12:30:16+00:00
2026-07-02T12:50:30.832657+00:00,13.14,2026-07-01T20:15:01+00:00,16.07,2026-07-02T12:35:16+00:00
2026-07-02T12:55:26.730773+00:00,13.14,2026-07-01T20:15:01+00:00,16.03,2026-07-02T12:40:16+00:00
2026-07-02T13:00:39.045908+00:00,13.14,2026-07-01T20:15:01+00:00,16.0,2026-07-02T12:45:31+00:00
2026-07-02T13:05:34.076805+00:00,13.14,2026-07-01T20:15:01+00:00,15.99,2026-07-02T12:50:31+00:00
